TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,divideFlag,Major_axis,Minor_axis,parent
30,14,-2.977610177,1,109.4347826,58.25362319,FALSE,30.41464438,5.892514216,5
31,8,-2.881513744,1,65.93877551,37.15816327,FALSE,43.86621387,10.18748505,6
31,10,-2.513032304,1,50.20134228,40.7852349,FALSE,36.73588824,5.985496304,4
31,9,-2.804954759,1,106.63,40.22,FALSE,47.64061844,5.660978264,6
31,11,-0.202222887,1,82.59223301,46.4368932,FALSE,35.6932072,4.073235292,4
31,12,-0.113924105,1,96.54368932,50.4368932,FALSE,28.16782344,4.749434991,5
31,7,-2.531683114,1,124.1983471,56.42975207,FALSE,30.49371913,7.020857565,2
31,13,-2.941041765,1,77.11029412,57.47058824,FALSE,31.99215932,5.672355544,5
31,14,-2.990613417,1,109.6451613,59.10967742,FALSE,34.83995413,6.260700329,5
32,8,-2.903346418,1,66.76237624,39.3019802,FALSE,46.31501075,10.48350133,6
32,10,-2.47961561,1,48.94736842,41.875,FALSE,36.71668457,5.956969832,4
32,9,-2.779731463,1,108.962963,42.52314815,FALSE,51.12864348,5.739547513,6
32,11,-0.194514168,1,83.49593496,48.57723577,FALSE,39.39196226,4.385716522,4
32,12,-0.157336082,1,96.60550459,52.66972477,FALSE,30.3036388,4.663445048,5
32,7,-2.530083112,1,125.3445378,58.88235294,FALSE,30.97816673,6.936482178,2
32,13,-2.933203608,1,76.9020979,60.16083916,FALSE,34.67121364,5.776474002,5
32,14,-2.970198012,1,110.5644172,61.34355828,FALSE,36.42163519,6.651749906,5
33,10,-2.396928232,1,44.6875,37.34375,FALSE,37.29059442,6.004868277,4
33,8,-2.912656881,1,65.76548673,37.77433628,FALSE,52.5244258,10.56893344,6
33,9,-2.721323766,1,111.1854839,41.7016129,FALSE,58.41637564,6.075102427,6
33,11,-0.161642877,1,82.86046512,47.27906977,FALSE,50.46175263,4.64136778,4
33,12,-0.180210437,1,95.79824561,51.62280702,FALSE,35.12483997,4.31464858,5
33,7,-2.48649931,1,126.6791045,59.50746269,FALSE,34.43234979,7.292648642,2
33,13,-2.918650779,1,74.56024096,59.72289157,FALSE,40.14382216,5.72934619,5
33,14,-2.916846593,1,110.7413793,60.84482759,FALSE,40.51720243,7.348764886,5
34,10,-2.369585095,1,42.98203593,36.47305389,FALSE,37.44186363,6.130829726,4
34,8,-2.915396685,1,65.30081301,37.8495935,TRUE,56.53491199,11.02150769,6
34,9,-2.700033164,1,112.0697674,42.11627907,FALSE,60.30295128,6.53939823,6
34,11,-0.158281895,1,82.49456522,47.42934783,FALSE,54.18552096,5.310066352,4
34,12,-0.186336683,1,94.35135135,52.02027027,FALSE,39.60449108,5.300673736,5
34,7,-2.483822303,1,127,60.31034483,FALSE,36.60122598,7.665119822,2
34,13,-2.890165289,1,73.31976744,60.27325581,TRUE,42.50089152,5.383589454,5
34,14,-2.902659144,1,111.1933702,61.74585635,FALSE,43.30258977,7.957406681,5
35,10,-2.405410352,1,43.23267327,36.93069307,FALSE,50.38277247,9.517026183,4
35,15,-2.630502089,1,52.20769231,35.13076923,FALSE,31.4551127,5.985606278,8
35,9,-2.666589153,1,113.0301003,42.89632107,FALSE,68.36530574,9.799588289,6
35,16,-0.168076756,1,79.33043478,42.37391304,FALSE,31.57387317,4.821378845,8
35,11,-0.235997276,1,85.46994536,48.7431694,TRUE,48.9118724,5.17046978,4
35,12,-0.261064363,1,94.91608392,53.27272727,FALSE,46.44627456,4.295092499,5
35,17,-2.59279345,1,56.51648352,56.30769231,FALSE,22.39623055,5.225638655,13
35,7,-2.506884346,1,126.0981595,61.49079755,FALSE,41.29226589,8.342110269,2
35,14,-2.927924249,1,109.793578,63.73394495,FALSE,51.01882229,8.809884841,5
35,18,-2.794125924,1,77.95876289,64.57731959,FALSE,23.61031943,5.357051103,13
36,10,-2.454400886,1,43.30331754,35.76303318,FALSE,51.83723884,11.94177632,4
36,15,-2.735022682,1,52.81818182,34.33057851,FALSE,30.87202558,6.204178953,8
36,9,-2.645171416,1,113.0204082,41.58503401,TRUE,71.51657466,10.86240704,6
36,16,-0.128082029,1,83.20408163,39.97278912,FALSE,33.73084949,5.869371006,8
36,19,-0.238045224,1,98.41111111,44.52222222,FALSE,25.19102943,4.632007441,11
36,12,-0.209092876,1,93.0969697,52.47878788,TRUE,48.71760138,5.039369241,5
36,20,-0.159758991,1,72.45555556,49.35555556,FALSE,26.11548841,4.630124736,11
36,17,-2.489923529,1,53.91304348,54.98913043,FALSE,25.09495089,4.776632574,13
36,7,-2.536146062,1,125.3511905,60.42857143,TRUE,43.18845101,9.249856952,2
36,18,-2.67827396,1,75.46078431,63.25490196,FALSE,24.33673925,5.586406378,13
36,14,-2.954096034,1,108.712963,62.97685185,TRUE,51.73924113,8.642168265,5
37,10,-2.516613799,1,44.2892562,37.69008264,TRUE,54.97800668,15.46837314,4
37,15,-2.854019449,1,54.36805556,36.14583333,FALSE,37.88182792,8.070072124,8
37,21,-3.133680895,1,100.3316062,33.8238342,FALSE,42.78404687,8.812082608,9
37,16,-0.143336099,1,90.62307692,41.41538462,FALSE,39.71386684,4.484796054,8
37,22,-2.387946056,1,128.8843537,52.51020408,FALSE,34.72171234,5.650534329,9
37,19,-0.265962201,1,101.48,46.44,FALSE,29.42660016,4.517875918,11
37,17,-2.458310127,1,50.18584071,55.6460177,FALSE,27.81120841,5.326220373,13
37,20,-0.151522884,1,70.30927835,51.77319588,FALSE,31.30018804,4.341883647,11
37,23,-0.278885233,1,105.3095238,52.39285714,FALSE,25.610383,4.332745306,12
37,24,-0.131280171,1,79.42105263,56.36842105,FALSE,22.50644512,5.531635053,12
37,25,-0.054109131,1,115.2266667,57.34666667,FALSE,20.72149068,4.786954672,7
37,18,-2.685043138,1,73.78448276,66.43103448,FALSE,27.85943181,5.470772163,13
37,26,-2.200198606,1,133.4174757,68.38834951,FALSE,24.72214895,5.964469374,7
37,27,-3.034419031,1,94.67153285,63.72992701,FALSE,28.60120619,6.382942643,14
37,28,-2.599969818,1,121.2288136,67.88983051,FALSE,27.57548558,6.970983152,14
38,29,-1.949279173,1,34.76923077,31.63076923,FALSE,31.17413061,5.56100918,10
38,15,-2.881911597,1,54.82911392,37.15189873,TRUE,39.43900775,9.205483242,8
38,21,-0.017647461,1,100.7272727,34.26203209,FALSE,44.55369262,8.443307635,9
38,16,-0.151111979,1,91.05696203,41.82911392,FALSE,40.42047542,5.257442615,8
38,22,-2.323073381,1,130.1324503,53.82119205,FALSE,37.2987223,5.69534108,9
38,30,-3.043960378,1,55.78095238,46.4,FALSE,30.60430829,5.331937442,10
38,19,-0.247167037,1,102.4,47.08571429,FALSE,31.41149966,4.422038452,11
38,17,-2.429287027,1,49.72413793,57.26724138,FALSE,30.15279326,5.122682546,13
38,20,-0.122613219,1,69.63934426,52.63114754,FALSE,32.64680591,5.014098491,11
38,23,-0.280686384,1,105.183908,53.36781609,FALSE,27.10313128,4.180086389,12
38,24,-0.132842938,1,79.42666667,58.04,FALSE,23.51728765,4.046258026,12
38,25,-0.12170061,1,114.3134328,58.28358209,FALSE,23.92415951,3.947406586,7
38,18,-2.66718084,1,73.67479675,68.01626016,FALSE,28.46581255,5.67704264,13
38,26,-2.18622682,1,133.3131313,69.42424242,FALSE,25.64885157,5.584159482,7
38,27,-3.003820959,1,94.46616541,65.36090226,FALSE,30.63673429,6.219862119,14
38,28,-2.55986697,1,121.392,69.272,FALSE,28.68768696,7.797323173,14
39,29,-1.639754534,1,33.21768707,28.44897959,FALSE,40.82944809,5.062183767,10
39,31,-2.927851169,1,56.04320988,33.38888889,FALSE,44.69501464,8.715240791,15
39,21,-0.078617683,1,101.1469194,31.41706161,FALSE,50.00988258,8.655426536,9
39,16,-0.204240678,1,92.04545455,39.72727273,TRUE,47.38216103,4.720074627,8
39,32,-2.88639167,1,52.43548387,41.67741935,FALSE,34.69447151,5.734518071,15
39,22,-2.159982808,1,133.1213873,52.64739884,FALSE,41.00076717,5.986107234,9
39,19,-0.263177693,1,104.3392857,44.21428571,FALSE,35.54767461,4.183370006,11
39,17,-2.313498032,1,49.7480916,55.7480916,FALSE,31.96218897,5.267504525,13
39,23,-0.307299191,1,107.5742574,50.45544554,FALSE,30.22596604,4.406756567,12
39,20,-0.071575179,1,68.109375,49.8203125,FALSE,38.43503046,4.681391408,11
39,25,-0.249287564,1,113.1625,55.525,FALSE,26.59939027,3.878135768,7
39,24,-0.089450122,1,79.09574468,55.11702128,FALSE,27.93256156,4.327282865,12
39,18,-2.697506684,1,73.25899281,66.42446043,FALSE,32.82205389,6.850513678,13
39,26,-2.214629359,1,132.4897959,66.71428571,FALSE,29.54850073,5.431084919,7
39,27,-2.935818445,1,91.19148936,63.21985816,FALSE,36.05553526,6.135582828,14
39,28,-2.611511421,1,120.6081081,66.87837838,FALSE,32.70621478,9.196877224,14
40,29,-1.599183501,1,32.78205128,32.3525641,FALSE,42.78482551,5.168157949,10
40,31,-2.862871587,1,55.1,33.99444444,FALSE,46.80949928,10.15869936,15
40,21,-0.099913724,1,102.6177778,32.38222222,FALSE,52.58276359,9.230635801,9
40,32,-2.834938783,1,51.34306569,41.9270073,FALSE,36.55069496,6.421186044,15
40,33,-0.27836147,1,103.52,38.45333333,FALSE,22.8476974,4.292025046,16
40,22,-2.09531733,1,134.136612,54.80874317,FALSE,43.72285163,6.109829129,9
40,19,-0.31575428,1,105.3559322,45.29661017,FALSE,38.01669741,4.113780686,11
40,34,-0.049459418,1,81.04166667,43.06944444,FALSE,22.19150383,4.357496418,16
40,17,-2.297501501,1,49.5,57.52985075,FALSE,35.11639154,5.11547378,13
40,23,-0.320972855,1,108.9134615,51.29807692,FALSE,33.22225772,4.328992052,12
40,20,-0.045826441,1,67.46575342,50.37671233,FALSE,41.71284208,5.122752811,11
40,25,-0.284006592,1,113.6413043,57.13043478,FALSE,29.16617978,4.175874381,7
40,24,-0.031591305,1,77.79807692,56.66346154,FALSE,30.1139203,4.428361319,12
40,18,-2.710847213,1,72.66176471,68.22794118,FALSE,32.66300908,7.576757177,13
40,26,-2.194593645,1,132.5294118,68.49019608,FALSE,28.64996532,5.345640591,7
40,27,-2.925810875,1,90.03311258,65.0794702,FALSE,38.89389661,6.946855274,14
40,28,-2.62788079,1,120.6447368,68.82236842,FALSE,33.39297191,10.43102303,14
